train_0_B.shape:  (700000, 15)
train_1_B.shape:  (42000, 15)
x.size: torch.Size([742000, 14])
y.size: torch.Size([742000])
Epoch: [1/30], Step: [100/1484], Loss: 0.3348
Epoch: [1/30], Step: [200/1484], Loss: 0.2177
Epoch: [1/30], Step: [300/1484], Loss: 0.2138
Epoch: [1/30], Step: [400/1484], Loss: 0.2193
Epoch: [1/30], Step: [500/1484], Loss: 0.2136
Epoch: [1/30], Step: [600/1484], Loss: 0.2020
Epoch: [1/30], Step: [700/1484], Loss: 0.2078
Epoch: [1/30], Step: [800/1484], Loss: 0.2103
Epoch: [1/30], Step: [900/1484], Loss: 0.2051
Epoch: [1/30], Step: [1000/1484], Loss: 0.2087
Epoch: [1/30], Step: [1100/1484], Loss: 0.2088
Epoch: [1/30], Step: [1200/1484], Loss: 0.2215
Epoch: [1/30], Step: [1300/1484], Loss: 0.2224
Epoch: [1/30], Step: [1400/1484], Loss: 0.2040
train_acc: 94.4016, train_recall: 0.0000, train_precision: 1.0000
train_acc: 94.3241, train_recall: 0.0000, train_precision: 1.0000
Epoch: [2/30], Step: [100/1484], Loss: 0.2031
Epoch: [2/30], Step: [200/1484], Loss: 0.2057
Epoch: [2/30], Step: [300/1484], Loss: 0.1967
Epoch: [2/30], Step: [400/1484], Loss: 0.2011
Epoch: [2/30], Step: [500/1484], Loss: 0.1918
Epoch: [2/30], Step: [600/1484], Loss: 0.2066
Epoch: [2/30], Step: [700/1484], Loss: 0.1956
Epoch: [2/30], Step: [800/1484], Loss: 0.1984
Epoch: [2/30], Step: [900/1484], Loss: 0.1892
Epoch: [2/30], Step: [1000/1484], Loss: 0.1897
Epoch: [2/30], Step: [1100/1484], Loss: 0.1804
Epoch: [2/30], Step: [1200/1484], Loss: 0.1838
Epoch: [2/30], Step: [1300/1484], Loss: 0.1718
Epoch: [2/30], Step: [1400/1484], Loss: 0.1832
train_acc: 94.4016, train_recall: 0.0000, train_precision: 1.0000
train_acc: 94.3241, train_recall: 0.0000, train_precision: 1.0000
Epoch: [3/30], Step: [100/1484], Loss: 0.1746
