train_0_F.shape:  (700000, 15)
train_1_F.shape:  (42000, 15)
x.size: torch.Size([742000, 14])
y.size: torch.Size([742000])
Epoch: [1/30], Step: [100/1484], Loss: 0.3222
Epoch: [1/30], Step: [200/1484], Loss: 0.2190
Epoch: [1/30], Step: [300/1484], Loss: 0.2085
Epoch: [1/30], Step: [400/1484], Loss: 0.1927
Epoch: [1/30], Step: [500/1484], Loss: 0.1948
Epoch: [1/30], Step: [600/1484], Loss: 0.1870
Epoch: [1/30], Step: [700/1484], Loss: 0.1762
Epoch: [1/30], Step: [800/1484], Loss: 0.1694
Epoch: [1/30], Step: [900/1484], Loss: 0.1490
Epoch: [1/30], Step: [1000/1484], Loss: 0.1358
Epoch: [1/30], Step: [1100/1484], Loss: 0.1211
Epoch: [1/30], Step: [1200/1484], Loss: 0.1001
Epoch: [1/30], Step: [1300/1484], Loss: 0.0958
Epoch: [1/30], Step: [1400/1484], Loss: 0.0793
train_acc: 97.7783, train_recall: 0.6052, train_precision: 1.0000
train_acc: 97.6644, train_recall: 0.5880, train_precision: 1.0000
Epoch: [2/30], Step: [100/1484], Loss: 0.0636
Epoch: [2/30], Step: [200/1484], Loss: 0.0524
Epoch: [2/30], Step: [300/1484], Loss: 0.0501
Epoch: [2/30], Step: [400/1484], Loss: 0.0498
Epoch: [2/30], Step: [500/1484], Loss: 0.0460
Epoch: [2/30], Step: [600/1484], Loss: 0.0365
Epoch: [2/30], Step: [700/1484], Loss: 0.0341
Epoch: [2/30], Step: [800/1484], Loss: 0.0267
Epoch: [2/30], Step: [900/1484], Loss: 0.0224
Epoch: [2/30], Step: [1000/1484], Loss: 0.0244
Epoch: [2/30], Step: [1100/1484], Loss: 0.0207
Epoch: [2/30], Step: [1200/1484], Loss: 0.0191
Epoch: [2/30], Step: [1300/1484], Loss: 0.0151
Epoch: [2/30], Step: [1400/1484], Loss: 0.0136
train_acc: 99.6402, train_recall: 0.9450, train_precision: 0.9995
train_acc: 99.6272, train_recall: 0.9419, train_precision: 0.9995
Epoch: [3/30], Step: [100/1484], Loss: 0.0107
Epoch: [3/30], Step: [200/1484], Loss: 0.0159
Epoch: [3/30], Step: [300/1484], Loss: 0.0113
Epoch: [3/30], Step: [400/1484], Loss: 0.0124
Epoch: [3/30], Step: [500/1484], Loss: 0.0110
Epoch: [3/30], Step: [600/1484], Loss: 0.0093
Epoch: [3/30], Step: [700/1484], Loss: 0.0081
Epoch: [3/30], Step: [800/1484], Loss: 0.0071
Epoch: [3/30], Step: [900/1484], Loss: 0.0082
Epoch: [3/30], Step: [1000/1484], Loss: 0.0065
Epoch: [3/30], Step: [1100/1484], Loss: 0.0062
Epoch: [3/30], Step: [1200/1484], Loss: 0.0053
Epoch: [3/30], Step: [1300/1484], Loss: 0.0054
Epoch: [3/30], Step: [1400/1484], Loss: 0.0039
